COD_RH;                 AUTOR;                TITULO;                AÑO;                LUGAR;                REVISTA;                EDITORIAL;                ISSN
1344169;Robinson Jimenez Moreno;Wavelet Processing For Neural Network Training Applied To Solar Radiation Forecasting;2015;Reino Unido;INTERNATIONAL REVIEW ON COMPUTERS AND SOFTWARE;Praise Worthy Prize;1828-6003               
1344169;Robinson Jimenez Moreno;Machine Vision algorithms applied to dynamic traffic light control;2013;Colombia;DYNA;Universidad Nacional de Colombia;0012-7353               
1344169;Robinson Jimenez Moreno;Assistant robot through deep learning;2020;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;ResSeg Residual Encoder-Decoder convolutional neural network for Food Segmentation;2020;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;Embedded Fuzzy controller for water level control;2022;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;Control of a Mobile Robot Through Brain Computer Interface;2015;Colombia;INGE CUC;;0122-6517               
1344169;Robinson Jimenez Moreno;Design of an autonomous PV system for multiple sports court ligthing;2015;Turquía;ENERGY EDUCATION SCIENCE AND TECHNOLOGY PART A ENERGY SCIENCE AND RESEARCH;Sila Science;1308-772X               
1344169;Robinson Jimenez Moreno;Tracking humano mediante Kinect para control de robots;2014;Colombia;Revista Clepsidra;Universidad Autónoma de Colombia;1900-1355               
1344169;Robinson Jimenez Moreno;Abnormal Gait Detection by Means of LSTM Using a Kinect Sensor;2020;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;Comparison of convolutional neural network models for user¿s facial recognition;2024;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;Robotic navigation algorithm with machine vision;2020;Indonesia;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;Discrete Generalized PI Control applied to a DC-DC Converter with a Coupled Motor;2020;Australia;INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY;Science and Engineering Research Support Society;2207-6360               
1344169;Robinson Jimenez Moreno;Deep learning speech recognition for residential assistant robot;2023;;IAES INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE;Institute of Advanced Engineering and Science IAES;2252-8938               
1344169;Robinson Jimenez Moreno;Extrinsic camera calibration and inverse kinematics calculation through root finding problem;2021;;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1344169;Robinson Jimenez Moreno;Path planning for robotic training in virtual environments using Deep Learning;2022;;INTERNATIONAL JOURNAL ON ADVANCED SCIENCE ENGINEERING AND INFORMATION TECHNOLOGY;INSIGHT  Indonesian Society for Knowledge and Human Development;2088-5334               
1344169;Robinson Jimenez Moreno;Automatic Food Bio-Hazard Detection System;2023;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;Paper biological risk detection through Faster R-CNN and fuzzy system;2023;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;Visual Commands for Control of Food Assistance Robot;2021;;INTERNATIONAL JOURNAL ON ADVANCED SCIENCE ENGINEERING AND INFORMATION TECHNOLOGY;INSIGHT  Indonesian Society for Knowledge and Human Development;2088-5334               
1344169;Robinson Jimenez Moreno;Virtual environment for assistant mobile robot;2023;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;Flexible Gripper, Design and Control for Soft Robotics;2021;;INDONESIAN JOURNAL OF ELECTRICAL ENGINEERING AND INFORMATICS;Institute of Advanced Engineering and Science IAES;2089-3272               
1344169;Robinson Jimenez Moreno;Ambulance detection for smart traffic light applications with fuzzy controller;2022;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
1344169;Robinson Jimenez Moreno;CONTROL DIFUSO PARA PINZA ROBÓTICA BLANDA ORIENTADA A OBJETOS NO RÍGIDOS;2023;;Revista Colombiana De Tecnologías De Avanzada;Java Eu;1692-7257               
1344169;Robinson Jimenez Moreno;Neural network-based pH and coagulation adjustment system in water treatment;2023;;IAES INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE;Institute of Advanced Engineering and Science IAES;2252-8938               
1344169;Robinson Jimenez Moreno;Entrenamiento Neuronal para Clasificación de Productos en un Entorno Industrial;2013;Colombia;Revista Clepsidra;Universidad Autónoma de Colombia;1900-1355               
1344169;Robinson Jimenez Moreno;Driver distraction detection using machine vision techniques;2014;Colombia;INGENIERIA Y COMPETITIVIDAD;;0123-3033               
1344169;Robinson Jimenez Moreno;Artificial Neural Networks for Acoustic Lung Signals Classification;2014;México;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1344169;Robinson Jimenez Moreno;Control de movimiento de un robot humanoide por medio de visión de máquina y réplica de movimientos humanos;2013;Colombia;INGE CUC;;0122-6517               
1344169;Robinson Jimenez Moreno;Análisis de la implementación de un controlador difuso sobre diferentes arquitecturas de hardware;2013;Colombia;Ciencia e Ingeniería Neogranadina;Universidad Militar Nueva Granada;0124-8170               
1344169;Robinson Jimenez Moreno;Understanding microsoft kinect for application in 3-D vision processes;2014;Colombia;Revista Clepsidra;Universidad Autónoma de Colombia;1900-1355               
1344169;Robinson Jimenez Moreno;Controlador Difuso para Robot Móvil Diferencial;2013;Colombia;Revista Clepsidra;Universidad Autónoma de Colombia;1900-1355               
1344169;Robinson Jimenez Moreno;Tool sorting algorithm using Faster R-CNN and Haar Classifiers;2021;;INTERNATIONAL JOURNAL ON ADVANCED SCIENCE ENGINEERING AND INFORMATION TECHNOLOGY;INSIGHT  Indonesian Society for Knowledge and Human Development;2088-5334               
1344169;Robinson Jimenez Moreno;Inspección de calidad para un sistema de producción industrial basado en el procesamiento de imágenes;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
1344169;Robinson Jimenez Moreno;Modelado, discretización y control por realimentación de variables de estado de un sistema no lineal;2012;Colombia;Revista Clepsidra;Universidad Autónoma de Colombia;1900-1355               
1344169;Robinson Jimenez Moreno;Red de sensores para instalación y monitoreo de un sistema PV;2013;Colombia;Revista Clepsidra;Universidad Autónoma de Colombia;1900-1355               
1344169;Robinson Jimenez Moreno;Mobile cooperative robotics through humanoid agent imitation;2012;Colombia;IngeUan;Fondo Editorial Universidad Antonio Narino;2145-0935               
1344169;Robinson Jimenez Moreno;Diseño de un guante háptico de control para manipulador robótico teleoperado.;2013;Colombia;Ingenium;Usc Universidad Santiago De Cali Editorial;1692-0899               
1344169;Robinson Jimenez Moreno;Teleoperated systems: a perspective on telesurgery applications;2013;Colombia;Revista Ingeniería Biomédica;ESCUELA DE INGENIERA DE ANTIOQUIA;1909-9762               
1344169;Robinson Jimenez Moreno;Level measurement comparison between 3D vision system based on Kinect and ultrasonic industrial sensor;2012;Pakistán;Asian Transactions On Engineering;;2221-4267               
1344169;Robinson Jimenez Moreno;Segmentación de labio mediante tecnicas de visión de máquina y análisis de histograma;2012;Colombia;IngeUan;Fondo Editorial Universidad Antonio Narino;2145-0935               
1344169;Robinson Jimenez Moreno;Detección vehicular mediante tecnicas de visión de máquina;2012;Colombia;IngeUan;Fondo Editorial Universidad Antonio Narino;2145-0935               
1344169;Robinson Jimenez Moreno;Controlador de Tráfico Inteligente con Prelación para Vehículos de Emergencia;2012;Colombia;INGENIERIA;;0121-750X               
1344169;Robinson Jimenez Moreno;Convolutional Network for tool discrimination;2017;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1344169;Robinson Jimenez Moreno;Virtual environment for collaborative robotic agents;2017;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
1344169;Robinson Jimenez Moreno;Humanoid Robot Cooperative System by Machine Vision;2017;Alemania;INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;Kassel University Press GmbH;1861-2121               
1344169;Robinson Jimenez Moreno;Comparison between Backpropagation and CNN for the Recognition of Traffic Signs;2017;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Energy Impact Simulation in Hybrid Vehicles Using Neural Networks;2017;Italia;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
1344169;Robinson Jimenez Moreno;Applications of Deep Neural Networks;2017;Pakistán;INTERNATIONAL JOURNAL OF SYSTEMS SIGNAL CONTROL AND ENGINEERING APPLICATION;Medwell Journals;1997-5422               
1344169;Robinson Jimenez Moreno;Face Recognition Access Control System using Convolutional Neural Networks;2018;Pakistán;RESEARCH JOURNAL OF APPLIED SCIENCES;Medwell Journals;1815-932X               
1344169;Robinson Jimenez Moreno;Control de desplazamiento de móvil robótico mediante movimientos de cabeza utilizando visión de máquina;2014;Colombia;ENTRE CIENCIA E INGENIERIA;;1909-8367               
1344169;Robinson Jimenez Moreno;Classification of objects with occlusions by means of a DAG-CNN;2018;Italia;INTERNATIONAL REVIEW OF AUTOMATIC CONTROL;Praise Worthy Prize Srl;1974-6059               
1344169;Robinson Jimenez Moreno;Implementation of a Data Augmentation Algorithm Validated by Means of the Accuracy of a Convolutional Neural Network;2017;Pakistán;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1816-949X               
1344169;Robinson Jimenez Moreno;RGB-D training for convolutional neural network with final fuzzy layer for depth weighting;2017;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
1344169;Robinson Jimenez Moreno;Face Completion using Semantic Segmentation and Geometric Features;2018;Italia;INTERNATIONAL REVIEW OF AUTOMATIC CONTROL;Praise Worthy Prize Srl;1974-6059               
1344169;Robinson Jimenez Moreno;Multi User Myographic Characterization for Robotic Arm Manipulation;2016;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Analysis and implementation of embedded systems based on microprocessors ARM;2016;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Simulación del a reconversión energética de un vehículo de combustión a eléctrico con energía solar;2015;Colombia;Revista Clepsidra;Universidad Autónoma de Colombia;1900-1355               
1344169;Robinson Jimenez Moreno;Agente móvil para transporte de información mediante enlaces ópticos;2016;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
1344169;Robinson Jimenez Moreno;Virtual environment for smart robotic applications;2020;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1344169;Robinson Jimenez Moreno;Fruit Identification and Quality Detection by Means of DAG-CNN;2020;Indonesia;INTERNATIONAL JOURNAL ON ADVANCED SCIENCE ENGINEERING AND INFORMATION TECHNOLOGY;INSIGHT  Indonesian Society for Knowledge and Human Development;2088-5334               
1344169;Robinson Jimenez Moreno;Detection and Gripping of an Occluded Tool Using DAG-CNN;2020;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1344169;Robinson Jimenez Moreno;Obstacle Evasion Algorithm Using Convolutional Neural Networks and Kinect-V1;2020;Indonesia;INDONESIAN JOURNAL OF ELECTRICAL ENGINEERING AND INFORMATICS;Institute of Advanced Engineering and Science IAES;2089-3272               
1344169;Robinson Jimenez Moreno;Predicción de radiación solar mediante deep belief network;2016;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
1344169;Robinson Jimenez Moreno;Characterization and power simulation in photovoltaic systems;2017;Turquía;ENERGY EDUCATION SCIENCE AND TECHNOLOGY PART A ENERGY SCIENCE AND RESEARCH;Sila Science;1308-772X               
1344169;Robinson Jimenez Moreno;Path Optimization Planning for Human-Robot Interaction;2016;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Photovoltaic monitoring system for Cajicá municipality in Colombia;2016;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Individual Robotic Arms Manipulator Control Employing Electromyographic Signals Acquired by Myo Armbands;2016;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
